sample	samples	ENSG00000262814.6	_primary_site
GTEX-1212Z-2126-SM-5FQTM	GTEX-1212Z-2126-SM-5FQTM	6.512	Esophagus
GTEX-OXRL-0008-SM-3NB29	GTEX-OXRL-0008-SM-3NB29	6.512	Skin
GTEX-XXEK-0004-SM-4BRWO	GTEX-XXEK-0004-SM-4BRWO	6.511	Blood
GTEX-12696-1126-SM-5FQTI	GTEX-12696-1126-SM-5FQTI	6.511	Heart
GTEX-X4EO-0004-SM-4QARM	GTEX-X4EO-0004-SM-4QARM	6.51	Blood
GTEX-X638-0003-SM-47JZ1	GTEX-X638-0003-SM-47JZ1	6.509	Blood
GTEX-TML8-1326-SM-4DXTO	GTEX-TML8-1326-SM-4DXTO	6.507	Colon
GTEX-14BIM-0326-SM-5SI9B	GTEX-14BIM-0326-SM-5SI9B	6.507	Muscle
GTEX-RWSA-0008-SM-47JYX	GTEX-RWSA-0008-SM-47JYX	6.503	Skin
GTEX-Y3I4-0626-SM-4TT7A	GTEX-Y3I4-0626-SM-4TT7A	6.503	Heart
GTEX-13FTX-2026-SM-5L3D6	GTEX-13FTX-2026-SM-5L3D6	6.503	Muscle
GTEX-1122O-0826-SM-5GICV	GTEX-1122O-0826-SM-5GICV	6.502	Heart
GTEX-R3RS-1326-SM-48FE7	GTEX-R3RS-1326-SM-48FE7	6.501	Esophagus
K-562-SM-4AT3W	K-562-SM-4AT3W	6.499	Bone Marrow
GTEX-SIU8-0008-SM-4BRUC	GTEX-SIU8-0008-SM-4BRUC	6.499	Skin
GTEX-WQUQ-1626-SM-4OOSH	GTEX-WQUQ-1626-SM-4OOSH	6.498	Esophagus
GTEX-YEC4-0008-SM-4W1YR	GTEX-YEC4-0008-SM-4W1YR	6.498	Skin
GTEX-Q2AI-0008-SM-48U2H	GTEX-Q2AI-0008-SM-48U2H	6.497	Skin
GTEX-P44H-0726-SM-48TBT	GTEX-P44H-0726-SM-48TBT	6.496	Heart
GTEX-SNMC-0008-SM-4DM5A	GTEX-SNMC-0008-SM-4DM5A	6.494	Skin
GTEX-R53T-1326-SM-48FCQ	GTEX-R53T-1326-SM-48FCQ	6.493	Colon
GTEX-ZZPU-0926-SM-5GZYT	GTEX-ZZPU-0926-SM-5GZYT	6.493	Heart
K-562-SM-4DM4W	K-562-SM-4DM4W	6.491	Bone Marrow
K-562-SM-4JBIQ	K-562-SM-4JBIQ	6.491	Bone Marrow
K-562-SM-5LZU1	K-562-SM-5LZU1	6.491	Bone Marrow
GTEX-147JS-1126-SM-5RQIW	GTEX-147JS-1126-SM-5RQIW	6.489	Liver
GTEX-OXRK-1726-SM-3NB16	GTEX-OXRK-1726-SM-3NB16	6.487	Colon
GTEX-144FL-0326-SM-5O99O	GTEX-144FL-0326-SM-5O99O	6.486	Muscle
GTEX-ZAB5-0226-SM-5CVMH	GTEX-ZAB5-0226-SM-5CVMH	6.485	Heart
GTEX-12126-0526-SM-5PNW4	GTEX-12126-0526-SM-5PNW4	6.485	Muscle
GTEX-XQ3S-0426-SM-4BOOA	GTEX-XQ3S-0426-SM-4BOOA	6.485	Muscle
GTEX-SJXC-1226-SM-4DM78	GTEX-SJXC-1226-SM-4DM78	6.484	Liver
GTEX-111YS-0426-SM-5987O	GTEX-111YS-0426-SM-5987O	6.484	Heart
K-562-SM-5J2LX	K-562-SM-5J2LX	6.483	Bone Marrow
K-562-SM-3NMDG	K-562-SM-3NMDG	6.482	Bone Marrow
GTEX-ZQG8-0001-SM-4YCDH	GTEX-ZQG8-0001-SM-4YCDH	6.482	Blood
GTEX-P78B-0008-SM-48TE1	GTEX-P78B-0008-SM-48TE1	6.482	Skin
GTEX-WEY5-0001-SM-3P61Z	GTEX-WEY5-0001-SM-3P61Z	6.479	Blood
GTEX-ZG7Y-0003-SM-4WWEJ	GTEX-ZG7Y-0003-SM-4WWEJ	6.479	Blood
GTEX-SSA3-0008-SM-47JWJ	GTEX-SSA3-0008-SM-47JWJ	6.476	Skin
GTEX-QMR6-0008-SM-447AV	GTEX-QMR6-0008-SM-447AV	6.475	Skin
GTEX-1497J-0826-SM-5NQAJ	GTEX-1497J-0826-SM-5NQAJ	6.473	Kidney
GTEX-WK11-1026-SM-4OOS8	GTEX-WK11-1026-SM-4OOS8	6.473	Esophagus
GTEX-P44H-0008-SM-48TDW	GTEX-P44H-0008-SM-48TDW	6.473	Skin
GTEX-Q2AI-0926-SM-48U1F	GTEX-Q2AI-0926-SM-48U1F	6.472	Colon
GTEX-RTLS-0008-SM-48FET	GTEX-RTLS-0008-SM-48FET	6.472	Skin
GTEX-OHPJ-0008-SM-4E3JG	GTEX-OHPJ-0008-SM-4E3JG	6.469	Skin
GTEX-11XUK-1726-SM-5GU61	GTEX-11XUK-1726-SM-5GU61	6.469	Adipose Tissue
GTEX-SIU7-0001-SM-3NMAW	GTEX-SIU7-0001-SM-3NMAW	6.468	Blood
GTEX-WHSE-0526-SM-5GZZD	GTEX-WHSE-0526-SM-5GZZD	6.468	Muscle
GTEX-XUJ4-2626-SM-4BOQ3	GTEX-XUJ4-2626-SM-4BOQ3	6.468	Muscle
GTEX-UPIC-0926-SM-4IHLV	GTEX-UPIC-0926-SM-4IHLV	6.467	Liver
GTEX-13111-0726-SM-5DUVE	GTEX-13111-0726-SM-5DUVE	6.467	Colon
GTEX-Y3IK-0826-SM-51MT8	GTEX-Y3IK-0826-SM-51MT8	6.467	Heart
GTEX-13W3W-2226-SM-5LU4M	GTEX-13W3W-2226-SM-5LU4M	6.465	Colon
GTEX-XUZC-1326-SM-4BRV2	GTEX-XUZC-1326-SM-4BRV2	6.465	Colon
GTEX-1339X-0726-SM-5L3FF	GTEX-1339X-0726-SM-5L3FF	6.465	Adipose Tissue
GTEX-1122O-0626-SM-5N9B9	GTEX-1122O-0626-SM-5N9B9	6.464	Heart
GTEX-YF7O-0426-SM-5P9FS	GTEX-YF7O-0426-SM-5P9FS	6.464	Heart
GTEX-ZYFD-2026-SM-5E459	GTEX-ZYFD-2026-SM-5E459	6.464	Heart
GTEX-11EMC-0826-SM-59862	GTEX-11EMC-0826-SM-59862	6.462	Heart
GTEX-QLQW-1626-SM-4R1K1	GTEX-QLQW-1626-SM-4R1K1	6.461	Kidney
GTEX-13O3Q-0326-SM-5L3FE	GTEX-13O3Q-0326-SM-5L3FE	6.458	Heart
K-562-SM-5DUV6	K-562-SM-5DUV6	6.455	Bone Marrow
GTEX-11TUW-1726-SM-5BC5C	GTEX-11TUW-1726-SM-5BC5C	6.454	Liver
GTEX-1212Z-0226-SM-59HLF	GTEX-1212Z-0226-SM-59HLF	6.454	Liver
GTEX-13QJC-0726-SM-5RQJK	GTEX-13QJC-0726-SM-5RQJK	6.454	Liver
GTEX-WRHK-0001-SM-4WWDD	GTEX-WRHK-0001-SM-4WWDD	6.454	Blood
GTEX-Y114-0002-SM-4TT78	GTEX-Y114-0002-SM-4TT78	6.454	Blood
GTEX-13FTW-1026-SM-5L3E3	GTEX-13FTW-1026-SM-5L3E3	6.453	Heart
GTEX-U3ZH-0326-SM-4WWDX	GTEX-U3ZH-0326-SM-4WWDX	6.452	Heart
GTEX-111FC-0826-SM-5GZWO	GTEX-111FC-0826-SM-5GZWO	6.451	Heart
GTEX-13VXT-1126-SM-5LU3A	GTEX-13VXT-1126-SM-5LU3A	6.45	Heart
GTEX-ZDTT-0326-SM-4WKF9	GTEX-ZDTT-0326-SM-4WKF9	6.45	Heart
GTEX-O5YT-0008-SM-4E3IQ	GTEX-O5YT-0008-SM-4E3IQ	6.449	Skin
GTEX-139D8-0726-SM-5P9GJ	GTEX-139D8-0726-SM-5P9GJ	6.449	Muscle
GTEX-13OVJ-1026-SM-5IFGI	GTEX-13OVJ-1026-SM-5IFGI	6.447	Liver
K-562-SM-5J1MB	K-562-SM-5J1MB	6.446	Bone Marrow
GTEX-ZUA1-0002-SM-4YCF7	GTEX-ZUA1-0002-SM-4YCF7	6.444	Blood
K-562-SM-32PMP	K-562-SM-32PMP	6.442	Bone Marrow
K-562-SM-4OOR8	K-562-SM-4OOR8	6.442	Bone Marrow
GTEX-WI4N-0726-SM-3TW93	GTEX-WI4N-0726-SM-3TW93	6.442	Heart
GTEX-12696-0626-SM-5EGGD	GTEX-12696-0626-SM-5EGGD	6.439	Adrenal Gland
GTEX-OIZG-0008-SM-4E3J2	GTEX-OIZG-0008-SM-4E3J2	6.439	Skin
GTEX-11DXX-2526-SM-5H119	GTEX-11DXX-2526-SM-5H119	6.437	Nerve
K-562-SM-5IFEL	K-562-SM-5IFEL	6.434	Bone Marrow
GTEX-WOFM-0426-SM-4OOSG	GTEX-WOFM-0426-SM-4OOSG	6.433	Esophagus
GTEX-13VXT-0326-SM-5LU4U	GTEX-13VXT-0326-SM-5LU4U	6.432	Muscle
GTEX-145LS-1326-SM-5Q5EP	GTEX-145LS-1326-SM-5Q5EP	6.431	Heart
GTEX-ZPU1-0626-SM-4YCDM	GTEX-ZPU1-0626-SM-4YCDM	6.431	Heart
GTEX-XOTO-0826-SM-4B65O	GTEX-XOTO-0826-SM-4B65O	6.43	Liver
GTEX-QDVN-1326-SM-48TZ3	GTEX-QDVN-1326-SM-48TZ3	6.43	Colon
GTEX-Y5LM-1626-SM-4VDTB	GTEX-Y5LM-1626-SM-4VDTB	6.429	Small Intestine
K-562-SM-5NQ9D	K-562-SM-5NQ9D	6.428	Bone Marrow
GTEX-147JS-1326-SM-5SI6D	GTEX-147JS-1326-SM-5SI6D	6.427	Heart
GTEX-OOBK-0008-SM-3NB27	GTEX-OOBK-0008-SM-3NB27	6.425	Skin
GTEX-SE5C-0426-SM-4BRUI	GTEX-SE5C-0426-SM-4BRUI	6.425	Blood Vessel
GTEX-QDT8-0526-SM-3NMD8	GTEX-QDT8-0526-SM-3NMD8	6.425	Muscle
GTEX-WFJO-0002-SM-3P61X	GTEX-WFJO-0002-SM-3P61X	6.424	Blood
GTEX-XYKS-0826-SM-4BRVF	GTEX-XYKS-0826-SM-4BRVF	6.424	Thyroid
K-562-SM-5GZZE	K-562-SM-5GZZE	6.423	Bone Marrow
GTEX-PWOO-0008-SM-48TDU	GTEX-PWOO-0008-SM-48TDU	6.423	Skin
GTEX-T6MN-0002-SM-3NMAH	GTEX-T6MN-0002-SM-3NMAH	6.422	Blood
GTEX-WCDI-0008-SM-47JYE	GTEX-WCDI-0008-SM-47JYE	6.422	Skin
GTEX-XPVG-0826-SM-4B654	GTEX-XPVG-0826-SM-4B654	6.422	Heart
GTEX-ZVTK-0626-SM-5GU6Y	GTEX-ZVTK-0626-SM-5GU6Y	6.421	Muscle
GTEX-12WSM-0326-SM-5LZVI	GTEX-12WSM-0326-SM-5LZVI	6.42	Muscle
GTEX-XAJ8-1026-SM-47JY9	GTEX-XAJ8-1026-SM-47JY9	6.42	Muscle
GTEX-UPK5-0003-SM-3NMDI	GTEX-UPK5-0003-SM-3NMDI	6.419	Blood
K-562-SM-5HL7A	K-562-SM-5HL7A	6.418	Bone Marrow
GTEX-145MN-0726-SM-5NQBH	GTEX-145MN-0726-SM-5NQBH	6.418	Heart
GTEX-TSE9-1226-SM-4DXTM	GTEX-TSE9-1226-SM-4DXTM	6.417	Esophagus
GTEX-QEG4-0008-SM-48TYZ	GTEX-QEG4-0008-SM-48TYZ	6.417	Skin
GTEX-11ZUS-0326-SM-5EQ4W	GTEX-11ZUS-0326-SM-5EQ4W	6.416	Heart
GTEX-13FH7-0826-SM-5J2NW	GTEX-13FH7-0826-SM-5J2NW	6.416	Heart
GTEX-U8T8-0008-SM-4DXSP	GTEX-U8T8-0008-SM-4DXSP	6.415	Skin
K-562-SM-5KM2I	K-562-SM-5KM2I	6.413	Bone Marrow
GTEX-145LV-0226-SM-5S2QG	GTEX-145LV-0226-SM-5S2QG	6.413	Heart
GTEX-QV31-0826-SM-4R1KR	GTEX-QV31-0826-SM-4R1KR	6.412	Colon
GTEX-ZVT3-1626-SM-5GU66	GTEX-ZVT3-1626-SM-5GU66	6.411	Liver
K-562-SM-5L3FO	K-562-SM-5L3FO	6.41	Bone Marrow
GTEX-N7MS-1626-SM-3LK5F	GTEX-N7MS-1626-SM-3LK5F	6.409	Kidney
GTEX-X4LF-0002-SM-4QASG	GTEX-X4LF-0002-SM-4QASG	6.409	Blood
GTEX-139TS-1426-SM-5IFJD	GTEX-139TS-1426-SM-5IFJD	6.408	Liver
GTEX-13O3O-1626-SM-5KM1O	GTEX-13O3O-1626-SM-5KM1O	6.407	Adrenal Gland
GTEX-QDT8-0526-SM-4LMJR	GTEX-QDT8-0526-SM-4LMJR	6.407	Muscle
GTEX-11NV4-0826-SM-5BC4S	GTEX-11NV4-0826-SM-5BC4S	6.406	Heart
GTEX-13NZA-0526-SM-5L3D7	GTEX-13NZA-0526-SM-5L3D7	6.404	Muscle
K-562-SM-5LZWR	K-562-SM-5LZWR	6.402	Bone Marrow
GTEX-ZYT6-2226-SM-5GIC9	GTEX-ZYT6-2226-SM-5GIC9	6.402	Kidney
GTEX-12696-1226-SM-5FQSM	GTEX-12696-1226-SM-5FQSM	6.402	Heart
GTEX-13W3W-0426-SM-5SI9D	GTEX-13W3W-0426-SM-5SI9D	6.402	Heart
GTEX-144FL-2726-SM-5O98Z	GTEX-144FL-2726-SM-5O98Z	6.401	Esophagus
GTEX-WFJO-0008-SM-4LVN7	GTEX-WFJO-0008-SM-4LVN7	6.401	Skin
GTEX-WEY5-0426-SM-3GIKT	GTEX-WEY5-0426-SM-3GIKT	6.401	Heart
GTEX-XMK1-1726-SM-4B64Z	GTEX-XMK1-1726-SM-4B64Z	6.4	Colon
GTEX-RNOR-1226-SM-48FDQ	GTEX-RNOR-1226-SM-48FDQ	6.4	Esophagus
GTEX-YECK-1926-SM-4W21H	GTEX-YECK-1926-SM-4W21H	6.399	Liver
GTEX-PVOW-1626-SM-48TC9	GTEX-PVOW-1626-SM-48TC9	6.398	Esophagus
GTEX-144GL-1026-SM-5O99R	GTEX-144GL-1026-SM-5O99R	6.398	Heart
K-562-SM-4KKZ9	K-562-SM-4KKZ9	6.397	Bone Marrow
GTEX-13N11-0426-SM-5KM3O	GTEX-13N11-0426-SM-5KM3O	6.397	Heart
GTEX-111FC-0326-SM-5GZZ1	GTEX-111FC-0326-SM-5GZZ1	6.397	Muscle
GTEX-139TS-2626-SM-5J1MT	GTEX-139TS-2626-SM-5J1MT	6.397	Muscle
GTEX-ZTX8-0002-SM-4YCEU	GTEX-ZTX8-0002-SM-4YCEU	6.396	Blood
GTEX-W5WG-2426-SM-4LMI6	GTEX-W5WG-2426-SM-4LMI6	6.396	Colon
GTEX-ZAB5-2326-SM-5IJFR	GTEX-ZAB5-2326-SM-5IJFR	6.395	Salivary Gland
GTEX-WK11-0626-SM-3NMAV	GTEX-WK11-0626-SM-3NMAV	6.395	Heart
GTEX-ZYT6-0926-SM-5GIEM	GTEX-ZYT6-0926-SM-5GIEM	6.394	Heart
GTEX-XBED-1526-SM-4AT5W	GTEX-XBED-1526-SM-4AT5W	6.392	Colon
GTEX-UJHI-0426-SM-3DB8Y	GTEX-UJHI-0426-SM-3DB8Y	6.392	Heart
GTEX-XYKS-0226-SM-4BRW3	GTEX-XYKS-0226-SM-4BRW3	6.391	Heart
K-562-SM-5K7ZB	K-562-SM-5K7ZB	6.39	Bone Marrow
GTEX-QDVJ-0008-SM-48U2E	GTEX-QDVJ-0008-SM-48U2E	6.388	Skin
GTEX-11O72-1126-SM-5N9E2	GTEX-11O72-1126-SM-5N9E2	6.388	Heart
GTEX-XLM4-2326-SM-4TT2D	GTEX-XLM4-2326-SM-4TT2D	6.386	Esophagus
GTEX-13SLX-0926-SM-5S2NM	GTEX-13SLX-0926-SM-5S2NM	6.385	Heart
GTEX-QEG5-1826-SM-4R1JP	GTEX-QEG5-1826-SM-4R1JP	6.384	Adrenal Gland
GTEX-11EMC-0726-SM-5EGJO	GTEX-11EMC-0726-SM-5EGJO	6.384	Heart
K-562-SM-5IJB7	K-562-SM-5IJB7	6.382	Bone Marrow
GTEX-X3Y1-0426-SM-3P5Z4	GTEX-X3Y1-0426-SM-3P5Z4	6.382	Heart
GTEX-13O3P-1426-SM-5L3DT	GTEX-13O3P-1426-SM-5L3DT	6.381	Heart
GTEX-13X6I-1426-SM-5SI9Z	GTEX-13X6I-1426-SM-5SI9Z	6.381	Heart
GTEX-XUJ4-0626-SM-4BOOO	GTEX-XUJ4-0626-SM-4BOOO	6.381	Heart
GTEX-ZTSS-0004-SM-4YCCS	GTEX-ZTSS-0004-SM-4YCCS	6.38	Blood
GTEX-P4PP-0008-SM-48TDV	GTEX-P4PP-0008-SM-48TDV	6.378	Skin
GTEX-13FHP-0826-SM-5K7V5	GTEX-13FHP-0826-SM-5K7V5	6.378	Heart
GTEX-NL3G-0008-SM-4E3JX	GTEX-NL3G-0008-SM-4E3JX	6.377	Skin
GTEX-T5JW-2026-SM-4DM63	GTEX-T5JW-2026-SM-4DM63	6.377	Breast
K-562-SM-5N9B7	K-562-SM-5N9B7	6.376	Bone Marrow
GTEX-O5YT-0126-SM-48TBW	GTEX-O5YT-0126-SM-48TBW	6.374	Skin
GTEX-13S86-0326-SM-5SI6K	GTEX-13S86-0326-SM-5SI6K	6.373	Heart
K-562-SM-4M1XD	K-562-SM-4M1XD	6.372	Bone Marrow
GTEX-U8XE-0826-SM-4E3J1	GTEX-U8XE-0826-SM-4E3J1	6.372	Breast
GTEX-13FHO-0726-SM-5IJDG	GTEX-13FHO-0726-SM-5IJDG	6.37	Muscle
GTEX-11WQC-2626-SM-5CVLF	GTEX-11WQC-2626-SM-5CVLF	6.369	Muscle
GTEX-R55D-1826-SM-48FEF	GTEX-R55D-1826-SM-48FEF	6.368	Colon
GTEX-ZG7Y-0926-SM-5EQ6O	GTEX-ZG7Y-0926-SM-5EQ6O	6.367	Heart
GTEX-T5JW-1326-SM-4DM5G	GTEX-T5JW-1326-SM-4DM5G	6.366	Esophagus
K-562-SM-3MJHH	K-562-SM-3MJHH	6.365	Bone Marrow
GTEX-S32W-0004-SM-2XCE9	GTEX-S32W-0004-SM-2XCE9	6.365	Blood
GTEX-PWCY-1026-SM-48TD4	GTEX-PWCY-1026-SM-48TD4	6.365	Colon
GTEX-P78B-1026-SM-3NMC4	GTEX-P78B-1026-SM-3NMC4	6.365	Esophagus
K-562-SM-4BRWK	K-562-SM-4BRWK	6.364	Bone Marrow
GTEX-13O21-2426-SM-5MR4A	GTEX-13O21-2426-SM-5MR4A	6.364	Colon
GTEX-11DXX-0326-SM-5PNWC	GTEX-11DXX-0326-SM-5PNWC	6.364	Heart
GTEX-13D11-1526-SM-5J2NA	GTEX-13D11-1526-SM-5J2NA	6.364	Heart
GTEX-OIZH-0326-SM-2HMKC	GTEX-OIZH-0326-SM-2HMKC	6.364	Heart
GTEX-14E6E-1526-SM-5RQIG	GTEX-14E6E-1526-SM-5RQIG	6.362	Colon
GTEX-132AR-0426-SM-5IFH8	GTEX-132AR-0426-SM-5IFH8	6.361	Liver
GTEX-WFG8-0001-SM-4LVN8	GTEX-WFG8-0001-SM-4LVN8	6.358	Blood
GTEX-QCQG-1626-SM-48U26	GTEX-QCQG-1626-SM-48U26	6.358	Colon
GTEX-X5EB-1126-SM-46MVV	GTEX-X5EB-1126-SM-46MVV	6.358	Colon
GTEX-11DZ1-2026-SM-5A5KG	GTEX-11DZ1-2026-SM-5A5KG	6.358	Esophagus
GTEX-ZYFC-1626-SM-5N9EU	GTEX-ZYFC-1626-SM-5N9EU	6.358	Esophagus
GTEX-S7SF-0426-SM-3K2B7	GTEX-S7SF-0426-SM-3K2B7	6.358	Lung
K-562-SM-4VBPT	K-562-SM-4VBPT	6.355	Bone Marrow
GTEX-11O72-1026-SM-5986B	GTEX-11O72-1026-SM-5986B	6.355	Heart
GTEX-Y5V5-0001-SM-4V6FZ	GTEX-Y5V5-0001-SM-4V6FZ	6.353	Blood
GTEX-XBED-0526-SM-47JY3	GTEX-XBED-0526-SM-47JY3	6.353	Heart
GTEX-ZVZP-0226-SM-5NQ73	GTEX-ZVZP-0226-SM-5NQ73	6.352	Heart
K-562-SM-2D7VY	K-562-SM-2D7VY	6.35	Bone Marrow
K-562-SM-5GZWN	K-562-SM-5GZWN	6.35	Bone Marrow
K-562-SM-5IJDX	K-562-SM-5IJDX	6.35	Bone Marrow
K-562-SM-5PNWU	K-562-SM-5PNWU	6.35	Bone Marrow
GTEX-UPK5-1226-SM-4IHL8	GTEX-UPK5-1226-SM-4IHL8	6.35	Esophagus
K-562-SM-59HJ4	K-562-SM-59HJ4	6.349	Bone Marrow
GTEX-11NUK-1226-SM-5P9GM	GTEX-11NUK-1226-SM-5P9GM	6.346	Liver
GTEX-X15G-1326-SM-4PQZJ	GTEX-X15G-1326-SM-4PQZJ	6.346	Colon
GTEX-SE5C-0008-SM-4B64J	GTEX-SE5C-0008-SM-4B64J	6.346	Skin
GTEX-1445S-1226-SM-5O9BF	GTEX-1445S-1226-SM-5O9BF	6.345	Heart
GTEX-WFON-0326-SM-3GIKX	GTEX-WFON-0326-SM-3GIKX	6.345	Heart
K-562-SM-4AD4F	K-562-SM-4AD4F	6.344	Bone Marrow
GTEX-145MO-1126-SM-5NQBX	GTEX-145MO-1126-SM-5NQBX	6.343	Heart
GTEX-1399S-0826-SM-5KM23	GTEX-1399S-0826-SM-5KM23	6.341	Heart
GTEX-13NYS-1926-SM-5IJCB	GTEX-13NYS-1926-SM-5IJCB	6.341	Heart
GTEX-13O3O-1426-SM-5KM2S	GTEX-13O3O-1426-SM-5KM2S	6.341	Heart
GTEX-144GO-2726-SM-5O9A2	GTEX-144GO-2726-SM-5O9A2	6.34	Esophagus
GTEX-PSDG-1326-SM-48TD2	GTEX-PSDG-1326-SM-48TD2	6.34	Esophagus
GTEX-WEY5-0326-SM-4LMI7	GTEX-WEY5-0326-SM-4LMI7	6.34	Blood Vessel
K-562-SM-5LU2Y	K-562-SM-5LU2Y	6.339	Bone Marrow
K-562-SM-5P9EQ	K-562-SM-5P9EQ	6.339	Bone Marrow
GTEX-139UC-1426-SM-5IJGH	GTEX-139UC-1426-SM-5IJGH	6.339	Liver
GTEX-OXRK-0826-SM-2HMK7	GTEX-OXRK-0826-SM-2HMK7	6.338	Heart
GTEX-RVPV-0926-SM-47JXU	GTEX-RVPV-0926-SM-47JXU	6.338	Muscle
GTEX-WWYW-0526-SM-3NB2W	GTEX-WWYW-0526-SM-3NB2W	6.338	Muscle
GTEX-RTLS-1326-SM-46MUN	GTEX-RTLS-1326-SM-46MUN	6.336	Liver
GTEX-ZYWO-1626-SM-5E44H	GTEX-ZYWO-1626-SM-5E44H	6.336	Colon
GTEX-T5JW-0003-SM-3NMAD	GTEX-T5JW-0003-SM-3NMAD	6.333	Blood
GTEX-132QS-0826-SM-5K7WV	GTEX-132QS-0826-SM-5K7WV	6.333	Adipose Tissue
GTEX-12WSE-0926-SM-5S2VX	GTEX-12WSE-0926-SM-5S2VX	6.332	Heart
GTEX-N7MS-0008-SM-4E3JI	GTEX-N7MS-0008-SM-4E3JI	6.33	Skin
GTEX-145LU-2026-SM-5Q5E8	GTEX-145LU-2026-SM-5Q5E8	6.33	Muscle
GTEX-XMK1-1326-SM-4B65Q	GTEX-XMK1-1326-SM-4B65Q	6.328	Esophagus
K-562-SM-5N9DX	K-562-SM-5N9DX	6.326	Bone Marrow
GTEX-13OW6-2626-SM-5IFF2	GTEX-13OW6-2626-SM-5IFF2	6.326	Liver
GTEX-ZYT6-0626-SM-5E45V	GTEX-ZYT6-0626-SM-5E45V	6.326	Liver
GTEX-WHSE-0526-SM-5HL79	GTEX-WHSE-0526-SM-5HL79	6.324	Muscle
K-562-SM-2D7VW	K-562-SM-2D7VW	6.323	Bone Marrow
GTEX-TKQ2-0004-SM-3NMAC	GTEX-TKQ2-0004-SM-3NMAC	6.322	Blood
GTEX-13X6H-1326-SM-5LU42	GTEX-13X6H-1326-SM-5LU42	6.322	Esophagus
GTEX-QVUS-0626-SM-447CC	GTEX-QVUS-0626-SM-447CC	6.321	Esophagus
GTEX-13PVR-1026-SM-5QGQW	GTEX-13PVR-1026-SM-5QGQW	6.321	Heart
GTEX-S32W-0626-SM-2XCBG	GTEX-S32W-0626-SM-2XCBG	6.321	Heart
GTEX-14ASI-0826-SM-5Q5EB	GTEX-14ASI-0826-SM-5Q5EB	6.319	Heart
GTEX-ZLWG-0726-SM-5S2NG	GTEX-ZLWG-0726-SM-5S2NG	6.319	Adipose Tissue
K-562-SM-5MR32	K-562-SM-5MR32	6.317	Bone Marrow
K-562-SM-5Q5CL	K-562-SM-5Q5CL	6.317	Bone Marrow
K-562-SM-2TC5E	K-562-SM-2TC5E	6.316	Bone Marrow
GTEX-VJYA-0001-SM-3NMDJ	GTEX-VJYA-0001-SM-3NMDJ	6.316	Blood
GTEX-U3ZH-0326-SM-51MS7	GTEX-U3ZH-0326-SM-51MS7	6.316	Heart
GTEX-145LV-1026-SM-5O9AE	GTEX-145LV-1026-SM-5O9AE	6.315	Adipose Tissue
GTEX-139UW-1126-SM-5IJEJ	GTEX-139UW-1126-SM-5IJEJ	6.314	Esophagus
GTEX-11UD2-0926-SM-5CVL6	GTEX-11UD2-0926-SM-5CVL6	6.314	Heart
K-562-SM-2YUNN	K-562-SM-2YUNN	6.313	Bone Marrow
GTEX-WYJK-2326-SM-4ONDN	GTEX-WYJK-2326-SM-4ONDN	6.312	Colon
GTEX-1497J-1226-SM-5Q5BL	GTEX-1497J-1226-SM-5Q5BL	6.312	Heart
GTEX-XV7Q-1526-SM-4BRWB	GTEX-XV7Q-1526-SM-4BRWB	6.311	Uterus
GTEX-WOFM-0626-SM-4OOS3	GTEX-WOFM-0626-SM-4OOS3	6.31	Esophagus
GTEX-Y8LW-0008-SM-4V6G5	GTEX-Y8LW-0008-SM-4V6G5	6.309	Skin
GTEX-ZF29-0226-SM-4WKHO	GTEX-ZF29-0226-SM-4WKHO	6.309	Heart
GTEX-ZZPT-0626-SM-5GZXT	GTEX-ZZPT-0626-SM-5GZXT	6.308	Muscle
K-562-SM-5NQ6M	K-562-SM-5NQ6M	6.306	Bone Marrow
GTEX-ZF3C-1126-SM-57WEG	GTEX-ZF3C-1126-SM-57WEG	6.306	Heart
K-562-SM-4YCCQ	K-562-SM-4YCCQ	6.305	Bone Marrow
K-562-SM-5QGOR	K-562-SM-5QGOR	6.305	Bone Marrow
GTEX-X4EO-1226-SM-4QARR	GTEX-X4EO-1226-SM-4QARR	6.305	Esophagus
GTEX-WQUQ-1326-SM-3MJFF	GTEX-WQUQ-1326-SM-3MJFF	6.304	Heart
GTEX-RN64-1826-SM-48FDV	GTEX-RN64-1826-SM-48FDV	6.303	Liver
GTEX-U3ZN-0002-SM-3NMDF	GTEX-U3ZN-0002-SM-3NMDF	6.302	Blood
GTEX-PWCY-0526-SM-5PNU8	GTEX-PWCY-0526-SM-5PNU8	6.302	Heart
GTEX-PWCY-0526-SM-5P9HG	GTEX-PWCY-0526-SM-5P9HG	6.301	Heart
GTEX-WOFM-1926-SM-4OOSP	GTEX-WOFM-1926-SM-4OOSP	6.3	Colon
GTEX-1399U-0008-SM-5S2VE	GTEX-1399U-0008-SM-5S2VE	6.3	Skin
GTEX-Y5V5-0626-SM-4VBPX	GTEX-Y5V5-0626-SM-4VBPX	6.3	Heart
GTEX-X4XY-0626-SM-4E3IN	GTEX-X4XY-0626-SM-4E3IN	6.3	Muscle
GTEX-XGQ4-1526-SM-4AT6H	GTEX-XGQ4-1526-SM-4AT6H	6.299	Esophagus
GTEX-13O3O-1826-SM-5IFGW	GTEX-13O3O-1826-SM-5IFGW	6.297	Liver
GTEX-11EQ9-0002-SM-5QGQ1	GTEX-11EQ9-0002-SM-5QGQ1	6.297	Blood
