,V1,V2,V3
TCGA.OR.A5LR.01,ACC(T=79;N=258),Tumor,6.34038908590267
TCGA.CR.6472.01,HNSC(T=502;N=44),Tumor,7.56011858186716
TCGA.UF.A7JH.01,HNSC(T=502;N=44),Tumor,6.55836341305544
TCGA.BA.4077.01,HNSC(T=502;N=44),Tumor,5.42622737797243
TCGA.CV.7411.01,HNSC(T=502;N=44),Tumor,5.26050619304748
TCGA.MT.A67A.01,HNSC(T=502;N=44),Tumor,6.97888135786517
TCGA.D6.6826.01,HNSC(T=502;N=44),Tumor,5.37992047438962
TCGA.CR.7404.01,HNSC(T=502;N=44),Tumor,5.76146531158582
TCGA.D6.A6EM.01,HNSC(T=502;N=44),Tumor,8.98956833636619
TCGA.BA.6871.01,HNSC(T=502;N=44),Tumor,6.26032287016807
TCGA.CR.7371.01,HNSC(T=502;N=44),Tumor,6.80919783565484
TCGA.CV.5432.01,HNSC(T=502;N=44),Tumor,7.35150209789401
TCGA.CN.5360.01,HNSC(T=502;N=44),Tumor,6.10299777813185
TCGA.CQ.A4C6.01,HNSC(T=502;N=44),Tumor,6.99859805193879
TCGA.MT.A7BN.01,HNSC(T=502;N=44),Tumor,8.01822655491873
TCGA.CN.A641.01,HNSC(T=502;N=44),Tumor,7.21083678203524
TCGA.DQ.5629.01,HNSC(T=502;N=44),Tumor,6.77516594318697
TCGA.BA.A6DJ.01,HNSC(T=502;N=44),Tumor,5.84594900965191
TCGA.CV.6938.01,HNSC(T=502;N=44),Tumor,6.67157514572824
TCGA.CR.7395.01,HNSC(T=502;N=44),Tumor,6.34919375021903
TCGA.CV.7423.01,HNSC(T=502;N=44),Tumor,6.07495754493385
TCGA.P3.A5QE.01,HNSC(T=502;N=44),Tumor,5.00811150574907
TCGA.QK.A8Z8.01,HNSC(T=502;N=44),Tumor,7.15209838371651
TCGA.CV.A465.01,HNSC(T=502;N=44),Tumor,6.86909495313699
TCGA.QK.A8Z9.01,HNSC(T=502;N=44),Tumor,6.77285891970022
TCGA.IQ.7630.01,HNSC(T=502;N=44),Tumor,6.26977584011872
TCGA.CN.4738.01,HNSC(T=502;N=44),Tumor,6.30530337418809
TCGA.CQ.5331.01,HNSC(T=502;N=44),Tumor,6.33824249235536
TCGA.CV.7418.01,HNSC(T=502;N=44),Tumor,7.37380843580941
TCGA.H7.A76A.01,HNSC(T=502;N=44),Tumor,6.27212385488791
TCGA.D6.A6EP.01,HNSC(T=502;N=44),Tumor,8.3319524147623
TCGA.BA.A6DG.01,HNSC(T=502;N=44),Tumor,6.08211482470557
TCGA.UF.A7JT.01,HNSC(T=502;N=44),Tumor,7.22197448637846
TCGA.CN.A6V6.01,HNSC(T=502;N=44),Tumor,5.50420654297281
TCGA.CR.6473.01,HNSC(T=502;N=44),Tumor,7.96987675234773
TCGA.CQ.7069.01,HNSC(T=502;N=44),Tumor,6.01875268955647
TCGA.CQ.6219.01,HNSC(T=502;N=44),Tumor,6.85915026624847
TCGA.IQ.A6SH.01,HNSC(T=502;N=44),Tumor,6.81648939759651
TCGA.IQ.7631.01,HNSC(T=502;N=44),Tumor,7.53714672704208
TCGA.CR.7398.01,HNSC(T=502;N=44),Tumor,7.66490998108423
TCGA.UF.A71E.01,HNSC(T=502;N=44),Tumor,6.50002447816213
TCGA.UF.A719.01,HNSC(T=502;N=44),Tumor,6.54897439262178
TCGA.CN.6023.01,HNSC(T=502;N=44),Tumor,7.74439196504468
TCGA.KU.A6H7.06,HNSC(T=502;N=44),Tumor,7.94979705835941
TCGA.D6.A6EO.01,HNSC(T=502;N=44),Tumor,7.33267896531887
TCGA.KU.A6H8.01,HNSC(T=502;N=44),Tumor,6.668802830103
TCGA.CN.6010.01,HNSC(T=502;N=44),Tumor,6.84390988277455
TCGA.BA.A8YP.01,HNSC(T=502;N=44),Tumor,7.1505376382676
TCGA.CV.6936.01,HNSC(T=502;N=44),Tumor,6.6531340828473
TCGA.D6.A4ZB.01,HNSC(T=502;N=44),Tumor,6.79168458285661
TCGA.QK.A6IG.01,HNSC(T=502;N=44),Tumor,7.78758061220089
TCGA.UF.A7JJ.01,HNSC(T=502;N=44),Tumor,5.51829540020453
TCGA.RS.A6TO.01,HNSC(T=502;N=44),Tumor,6.87043558261322
TCGA.CR.7372.01,HNSC(T=502;N=44),Tumor,6.39017410986002
TCGA.D6.6827.01,HNSC(T=502;N=44),Tumor,6.68490067725735
TCGA.CN.5366.01,HNSC(T=502;N=44),Tumor,6.80855272777791
TCGA.CQ.6223.01,HNSC(T=502;N=44),Tumor,6.05726277950626
TCGA.F7.7848.01,HNSC(T=502;N=44),Tumor,6.76173009833358
TCGA.CV.A6JM.01,HNSC(T=502;N=44),Tumor,8.63507088576571
TCGA.CN.5359.01,HNSC(T=502;N=44),Tumor,6.47027346566533
TCGA.P3.A5QA.01,HNSC(T=502;N=44),Tumor,6.21254515528103
TCGA.F7.A50I.01,HNSC(T=502;N=44),Tumor,7.16341882861629
TCGA.T2.A6WX.01,HNSC(T=502;N=44),Tumor,6.61503203099951
TCGA.CR.7402.01,HNSC(T=502;N=44),Tumor,6.48062692371237
TCGA.CR.7389.01,HNSC(T=502;N=44),Tumor,5.40141477909594
TCGA.BA.6868.01,HNSC(T=502;N=44),Tumor,5.93682891571019
TCGA.QK.A6IH.01,HNSC(T=502;N=44),Tumor,7.80371093642124
TCGA.CN.6011.01,HNSC(T=502;N=44),Tumor,5.73092013911034
TCGA.CR.6474.01,HNSC(T=502;N=44),Tumor,5.93898813413808
TCGA.CV.6939.01,HNSC(T=502;N=44),Tumor,6.16570333785612
TCGA.D6.8568.01,HNSC(T=502;N=44),Tumor,6.96202961585445
TCGA.HD.A634.01,HNSC(T=502;N=44),Tumor,8.10816576817901
TCGA.CV.6948.01,HNSC(T=502;N=44),Tumor,6.35230050766965
TCGA.QK.A64Z.01,HNSC(T=502;N=44),Tumor,6.7116015450632
TCGA.CQ.6228.01,HNSC(T=502;N=44),Tumor,6.73656985817094
TCGA.QK.A8Z7.01,HNSC(T=502;N=44),Tumor,7.65556032413692
TCGA.CN.A497.01,HNSC(T=502;N=44),Tumor,7.50743012837721
TCGA.F7.A50G.01,HNSC(T=502;N=44),Tumor,5.08373572855464
TCGA.IQ.A61I.01,HNSC(T=502;N=44),Tumor,7.63677040271263
TCGA.CR.7373.01,HNSC(T=502;N=44),Tumor,6.17406974255942
TCGA.CN.A63T.01,HNSC(T=502;N=44),Tumor,7.5878913102071
TCGA.CN.6019.01,HNSC(T=502;N=44),Tumor,5.5772670298896
TCGA.CR.7386.01,HNSC(T=502;N=44),Tumor,6.02235096661257
TCGA.HD.A6HZ.01,HNSC(T=502;N=44),Tumor,5.59927718994197
TCGA.CN.4725.01,HNSC(T=502;N=44),Tumor,6.23688972468567
TCGA.WA.A7H4.01,HNSC(T=502;N=44),Tumor,6.5437071062324
TCGA.CV.5441.01,HNSC(T=502;N=44),Tumor,7.64182590349522
TCGA.CR.7367.01,HNSC(T=502;N=44),Tumor,6.13683265905704
TCGA.CR.5249.01,HNSC(T=502;N=44),Tumor,5.38938537001354
TCGA.F7.A620.01,HNSC(T=502;N=44),Tumor,7.10757475159513
TCGA.CV.7090.01,HNSC(T=502;N=44),Tumor,6.2228845471762
TCGA.CV.7437.01,HNSC(T=502;N=44),Tumor,6.31531119323034
TCGA.BA.5151.01,HNSC(T=502;N=44),Tumor,5.58367118497165
TCGA.CV.A461.01,HNSC(T=502;N=44),Tumor,7.0312835256866
TCGA.BA.5559.01,HNSC(T=502;N=44),Tumor,6.29750742006815
TCGA.CV.7421.01,HNSC(T=502;N=44),Tumor,7.1307277057426
TCGA.CN.4729.01,HNSC(T=502;N=44),Tumor,5.80622082042433
TCGA.BB.4217.01,HNSC(T=502;N=44),Tumor,7.06895033928396
TCGA.CR.5248.01,HNSC(T=502;N=44),Tumor,5.96703109252886
TCGA.CR.7394.01,HNSC(T=502;N=44),Tumor,4.55430379858753
TCGA.F7.A61V.01,HNSC(T=502;N=44),Tumor,7.53180991040795
TCGA.CN.5369.01,HNSC(T=502;N=44),Tumor,6.01997680459302
TCGA.CN.6988.01,HNSC(T=502;N=44),Tumor,7.70328677693308
TCGA.BA.A6DE.01,HNSC(T=502;N=44),Tumor,7.1190445628464
TCGA.D6.8569.01,HNSC(T=502;N=44),Tumor,7.31291580056679
TCGA.CR.7401.01,HNSC(T=502;N=44),Tumor,6.23036511203124
TCGA.CV.7177.01,HNSC(T=502;N=44),Tumor,6.20889295283404
TCGA.CV.7238.01,HNSC(T=502;N=44),Tumor,6.9731448153547
TCGA.CV.7247.01,HNSC(T=502;N=44),Tumor,6.95489714405345
TCGA.CQ.7072.01,HNSC(T=502;N=44),Tumor,6.29201618471209
TCGA.CV.A45T.01,HNSC(T=502;N=44),Tumor,6.46389142909818
TCGA.KU.A6H7.01,HNSC(T=502;N=44),Tumor,7.33293543430696
TCGA.BA.4075.01,HNSC(T=502;N=44),Tumor,5.92401423172025
TCGA.DQ.5624.01,HNSC(T=502;N=44),Tumor,6.1881078991378
TCGA.BA.A6DD.01,HNSC(T=502;N=44),Tumor,6.70952533586945
TCGA.KU.A66S.01,HNSC(T=502;N=44),Tumor,7.22741616381026
TCGA.CV.7254.01,HNSC(T=502;N=44),Tumor,7.16206964128231
TCGA.CV.5976.01,HNSC(T=502;N=44),Tumor,6.6523877830097
TCGA.CR.7374.01,HNSC(T=502;N=44),Tumor,5.96098420253547
TCGA.CR.5250.01,HNSC(T=502;N=44),Tumor,6.21005341944112
TCGA.CV.A6JZ.01,HNSC(T=502;N=44),Tumor,7.87884033220212
TCGA.CV.6935.01,HNSC(T=502;N=44),Tumor,6.14121334051582
TCGA.CV.6954.01,HNSC(T=502;N=44),Tumor,6.71029400864412
TCGA.CV.5431.01,HNSC(T=502;N=44),Tumor,6.53275445401569
TCGA.CQ.7065.01,HNSC(T=502;N=44),Tumor,6.31236513128775
TCGA.UF.A7JD.01,HNSC(T=502;N=44),Tumor,6.86014861555024
TCGA.QK.A6IJ.01,HNSC(T=502;N=44),Tumor,8.21022988723544
TCGA.CV.7425.01,HNSC(T=502;N=44),Tumor,6.33224700341381
TCGA.BB.A5HU.01,HNSC(T=502;N=44),Tumor,5.93810519733886
TCGA.CQ.5324.01,HNSC(T=502;N=44),Tumor,6.2744242895599
TCGA.BB.A5HY.01,HNSC(T=502;N=44),Tumor,7.75249315568412
TCGA.CV.A45R.01,HNSC(T=502;N=44),Tumor,6.57011616678684
TCGA.P3.A6T4.01,HNSC(T=502;N=44),Tumor,5.58512355396774
TCGA.CV.6962.01,HNSC(T=502;N=44),Tumor,6.81970763633978
TCGA.MT.A51W.01,HNSC(T=502;N=44),Tumor,6.33031931033384
TCGA.CQ.7068.01,HNSC(T=502;N=44),Tumor,6.79689862831612
TCGA.4P.AA8J.01,HNSC(T=502;N=44),Tumor,7.01809464834866
TCGA.CV.A45P.01,HNSC(T=502;N=44),Tumor,6.40031960747575
TCGA.CV.7429.01,HNSC(T=502;N=44),Tumor,7.20169078951938
TCGA.HD.A633.01,HNSC(T=502;N=44),Tumor,6.77026046418739
TCGA.DQ.5631.01,HNSC(T=502;N=44),Tumor,5.3373398250637
TCGA.CV.5436.01,HNSC(T=502;N=44),Tumor,6.90248295789435
TCGA.DQ.5630.01,HNSC(T=502;N=44),Tumor,5.68863398505177
TCGA.CR.6482.01,HNSC(T=502;N=44),Tumor,6.07621445250191
TCGA.P3.A6T6.01,HNSC(T=502;N=44),Tumor,7.77215218452802
TCGA.DQ.7592.01,HNSC(T=502;N=44),Tumor,6.5113123952603
TCGA.BA.A4II.01,HNSC(T=502;N=44),Tumor,6.6927313905692
TCGA.HL.7533.01,HNSC(T=502;N=44),Tumor,6.08674260632466
TCGA.CV.7255.01,HNSC(T=502;N=44),Tumor,6.10385343504097
TCGA.CR.5243.01,HNSC(T=502;N=44),Tumor,6.39518915904411
TCGA.P3.A6T5.01,HNSC(T=502;N=44),Tumor,6.65520142024556
TCGA.CV.6952.01,HNSC(T=502;N=44),Tumor,6.57260560480602
TCGA.D6.A6ES.01,HNSC(T=502;N=44),Tumor,8.13694493341191
TCGA.CV.7435.01,HNSC(T=502;N=44),Tumor,6.53894118916451
TCGA.CV.7446.01,HNSC(T=502;N=44),Tumor,5.2412148787565
TCGA.BA.6870.01,HNSC(T=502;N=44),Tumor,6.05481980349227
TCGA.MZ.A5BI.01,HNSC(T=502;N=44),Tumor,6.83435477267617
TCGA.CN.4741.01,HNSC(T=502;N=44),Tumor,6.03275463801519
TCGA.CR.6471.01,HNSC(T=502;N=44),Tumor,4.4322834397326
TCGA.CV.7430.01,HNSC(T=502;N=44),Tumor,6.35172639127286
TCGA.CV.7099.01,HNSC(T=502;N=44),Tumor,7.00617848161716
TCGA.CQ.6221.01,HNSC(T=502;N=44),Tumor,6.51702501393949
TCGA.CN.6992.01,HNSC(T=502;N=44),Tumor,7.39936812524764
TCGA.BA.5556.01,HNSC(T=502;N=44),Tumor,6.48150077099154
TCGA.CV.7245.01,HNSC(T=502;N=44),Tumor,6.46048583708398
TCGA.UF.A7JV.01,HNSC(T=502;N=44),Tumor,6.69865867001166
TCGA.CV.5440.01,HNSC(T=502;N=44),Tumor,7.13160817978356
TCGA.UF.A7JO.01,HNSC(T=502;N=44),Tumor,7.31917374346302
TCGA.CR.7399.01,HNSC(T=502;N=44),Tumor,7.46683468844506
TCGA.CQ.5334.01,HNSC(T=502;N=44),Tumor,6.42551996245514
TCGA.CQ.5332.01,HNSC(T=502;N=44),Tumor,6.92754325567648
TCGA.HD.8224.01,HNSC(T=502;N=44),Tumor,5.93172657671554
TCGA.BB.8601.01,HNSC(T=502;N=44),Tumor,7.7210568191779
TCGA.CN.5355.01,HNSC(T=502;N=44),Tumor,6.61952736554567
TCGA.CN.4737.01,HNSC(T=502;N=44),Tumor,6.19844150792493
TCGA.QK.A6V9.01,HNSC(T=502;N=44),Tumor,6.09734273791191
TCGA.DQ.7591.01,HNSC(T=502;N=44),Tumor,6.99766515044824
TCGA.CN.5358.01,HNSC(T=502;N=44),Tumor,5.53537566003715
TCGA.CV.6945.01,HNSC(T=502;N=44),Tumor,6.72961387394582
TCGA.CQ.6218.01,HNSC(T=502;N=44),Tumor,6.1092741483326
TCGA.CV.7413.01,HNSC(T=502;N=44),Tumor,6.53638718820302
TCGA.CR.7377.01,HNSC(T=502;N=44),Tumor,6.18223955101719
TCGA.D6.6823.01,HNSC(T=502;N=44),Tumor,7.3001132484444
TCGA.CV.7253.01,HNSC(T=502;N=44),Tumor,7.33699581686488
TCGA.CV.6942.01,HNSC(T=502;N=44),Tumor,7.03463299293647
TCGA.BA.A6DA.01,HNSC(T=502;N=44),Tumor,7.46961377566642
TCGA.MT.A67D.01,HNSC(T=502;N=44),Tumor,7.2548266673154
TCGA.CQ.5323.01,HNSC(T=502;N=44),Tumor,6.43244490736067
TCGA.CR.7390.01,HNSC(T=502;N=44),Tumor,6.87886066718344
TCGA.UF.A7JK.01,HNSC(T=502;N=44),Tumor,6.40143098682161
TCGA.CR.6478.01,HNSC(T=502;N=44),Tumor,6.40375708891297
TCGA.CN.6021.01,HNSC(T=502;N=44),Tumor,6.56670417797013
TCGA.CQ.6224.01,HNSC(T=502;N=44),Tumor,5.98711471005845
TCGA.HD.7754.01,HNSC(T=502;N=44),Tumor,6.17593365377437
TCGA.F7.A622.01,HNSC(T=502;N=44),Tumor,7.05954577678964
TCGA.P3.A6T2.01,HNSC(T=502;N=44),Tumor,6.78251130044934
TCGA.CR.7383.01,HNSC(T=502;N=44),Tumor,7.39707153543087
TCGA.D6.A6EN.01,HNSC(T=502;N=44),Tumor,8.57493811828589
TCGA.CQ.A4C7.01,HNSC(T=502;N=44),Tumor,7.33451671851763
TCGA.CV.5435.01,HNSC(T=502;N=44),Tumor,6.58361425763517
TCGA.CR.7370.01,HNSC(T=502;N=44),Tumor,6.5972659455104
TCGA.CN.4722.01,HNSC(T=502;N=44),Tumor,5.80359065958381
TCGA.F7.8489.01,HNSC(T=502;N=44),Tumor,6.2679697251799
TCGA.D6.6516.01,HNSC(T=502;N=44),Tumor,6.92375541281606
TCGA.CV.5444.01,HNSC(T=502;N=44),Tumor,6.16873331723178
TCGA.CN.A6V7.01,HNSC(T=502;N=44),Tumor,7.58145539102167
TCGA.CV.A45Z.01,HNSC(T=502;N=44),Tumor,7.25773509426344
TCGA.UF.A7JS.01,HNSC(T=502;N=44),Tumor,8.78149482081193
TCGA.CV.A45Q.01,HNSC(T=502;N=44),Tumor,7.84190618264627
TCGA.QK.A6VC.01,HNSC(T=502;N=44),Tumor,6.69925104736805
TCGA.BA.A6DL.01,HNSC(T=502;N=44),Tumor,6.77198438469049
TCGA.CR.7365.01,HNSC(T=502;N=44),Tumor,6.15896305537157
TCGA.P3.A6SW.01,HNSC(T=502;N=44),Tumor,7.28404228175425
TCGA.HD.8314.01,HNSC(T=502;N=44),Tumor,7.07270565901119
TCGA.CN.4742.01,HNSC(T=502;N=44),Tumor,5.62715566444027
TCGA.IQ.A61H.01,HNSC(T=502;N=44),Tumor,6.1301477403143
TCGA.CX.7085.01,HNSC(T=502;N=44),Tumor,5.10174563200299
TCGA.CV.7235.01,HNSC(T=502;N=44),Tumor,6.05593556076246
TCGA.CV.7434.01,HNSC(T=502;N=44),Tumor,6.61647313497219
TCGA.CR.6480.01,HNSC(T=502;N=44),Tumor,5.89078055049512
TCGA.CV.7242.01,HNSC(T=502;N=44),Tumor,6.63407872242555
TCGA.F7.A61W.01,HNSC(T=502;N=44),Tumor,6.92128140787272
TCGA.CV.5439.01,HNSC(T=502;N=44),Tumor,6.49554220229822
TCGA.HD.A4C1.01,HNSC(T=502;N=44),Tumor,6.39521855487332
TCGA.D6.6517.01,HNSC(T=502;N=44),Tumor,7.06853627331646
TCGA.CQ.6227.01,HNSC(T=502;N=44),Tumor,6.30094182085848
TCGA.CV.7089.01,HNSC(T=502;N=44),Tumor,6.66347986852159
TCGA.QK.AA3K.01,HNSC(T=502;N=44),Tumor,7.29569009127265
TCGA.CN.5367.01,HNSC(T=502;N=44),Tumor,6.32334122323665
TCGA.WA.A7GZ.01,HNSC(T=502;N=44),Tumor,6.9391864693796
TCGA.CN.5365.01,HNSC(T=502;N=44),Tumor,6.32721881409207
TCGA.CV.7095.01,HNSC(T=502;N=44),Tumor,6.32081982364108
TCGA.QK.A8ZA.01,HNSC(T=502;N=44),Tumor,6.40599306421764
TCGA.CV.A6JE.01,HNSC(T=502;N=44),Tumor,8.62208121389381
TCGA.CQ.7063.01,HNSC(T=502;N=44),Tumor,6.0051245614278
TCGA.BB.4227.01,HNSC(T=502;N=44),Tumor,6.04982412519553
TCGA.CV.6433.01,HNSC(T=502;N=44),Tumor,7.21587337525291
TCGA.CN.5373.01,HNSC(T=502;N=44),Tumor,5.51787636860889
TCGA.CV.7103.01,HNSC(T=502;N=44),Tumor,7.01417669892421
TCGA.CV.7568.01,HNSC(T=502;N=44),Tumor,5.72814461267175
TCGA.CN.6989.01,HNSC(T=502;N=44),Tumor,6.40526465377082
TCGA.CV.6943.01,HNSC(T=502;N=44),Tumor,5.66623761472826
TCGA.CV.7424.01,HNSC(T=502;N=44),Tumor,7.01256226169997
TCGA.BA.4078.01,HNSC(T=502;N=44),Tumor,6.0364551968441
TCGA.CN.4739.01,HNSC(T=502;N=44),Tumor,6.4817215741832
TCGA.CV.5430.01,HNSC(T=502;N=44),Tumor,6.99334081127821
TCGA.BA.A6D8.01,HNSC(T=502;N=44),Tumor,9.33858244827194
TCGA.CR.7379.01,HNSC(T=502;N=44),Tumor,6.81948311499544
TCGA.CV.7236.01,HNSC(T=502;N=44),Tumor,6.5901588610797
TCGA.CN.4727.01,HNSC(T=502;N=44),Tumor,6.76799960720485
TCGA.CQ.5327.01,HNSC(T=502;N=44),Tumor,7.1110622918307
TCGA.C9.A480.01,HNSC(T=502;N=44),Tumor,5.73451794133828
TCGA.CV.A6JO.01,HNSC(T=502;N=44),Tumor,6.48484958562888
TCGA.CR.6492.01,HNSC(T=502;N=44),Tumor,6.54980668043016
TCGA.CV.6933.01,HNSC(T=502;N=44),Tumor,6.65617695499377
TCGA.BA.6872.01,HNSC(T=502;N=44),Tumor,7.14703844653352
TCGA.BB.4223.01,HNSC(T=502;N=44),Tumor,6.76478500645416
TCGA.CN.4726.01,HNSC(T=502;N=44),Tumor,5.51041638302091
TCGA.BA.5152.01,HNSC(T=502;N=44),Tumor,6.47806852990892
TCGA.BB.4225.01,HNSC(T=502;N=44),Tumor,7.11617520821623
TCGA.BA.A4IG.01,HNSC(T=502;N=44),Tumor,6.81588382756104
TCGA.CR.7393.01,HNSC(T=502;N=44),Tumor,5.60673939191886
TCGA.T2.A6X0.01,HNSC(T=502;N=44),Tumor,6.58646615353784
TCGA.F7.A623.01,HNSC(T=502;N=44),Tumor,5.57096842477779
TCGA.IQ.7632.01,HNSC(T=502;N=44),Tumor,6.30835452091624
TCGA.QK.A652.01,HNSC(T=502;N=44),Tumor,6.06520522757955
TCGA.CR.7388.01,HNSC(T=502;N=44),Tumor,5.82462490044197
TCGA.UF.A718.01,HNSC(T=502;N=44),Tumor,6.451899484838
TCGA.CV.7440.11,HNSC(T=502;N=44),Normal,6.02991340980446
TCGA.CV.7097.11,HNSC(T=502;N=44),Normal,6.06944609483253
TCGA.H7.A6C4.11,HNSC(T=502;N=44),Normal,6.20265356582425
TCGA.CV.6935.11,HNSC(T=502;N=44),Normal,5.99922680752996
TCGA.HD.A6I0.11,HNSC(T=502;N=44),Normal,7.70046698428928
TCGA.CV.7245.11,HNSC(T=502;N=44),Normal,6.11567661102229
TCGA.CV.7423.11,HNSC(T=502;N=44),Normal,6.93775780254263
TCGA.CV.7438.11,HNSC(T=502;N=44),Normal,6.57135333211977
TCGA.CV.7252.11,HNSC(T=502;N=44),Normal,5.93552340462213
TCGA.CV.7183.11,HNSC(T=502;N=44),Normal,6.16466795397576
TCGA.CV.7235.11,HNSC(T=502;N=44),Normal,5.27069512827699
TCGA.CV.7101.11,HNSC(T=502;N=44),Normal,6.32122792984524
TCGA.CV.6939.11,HNSC(T=502;N=44),Normal,6.61660724043625
TCGA.H7.A6C5.11,HNSC(T=502;N=44),Normal,5.80024198557107
TCGA.CV.6933.11,HNSC(T=502;N=44),Normal,4.72682806790803
TCGA.CV.6960.11,HNSC(T=502;N=44),Normal,6.52045321069054
TCGA.CV.7177.11,HNSC(T=502;N=44),Normal,5.62981605178172
TCGA.CV.6938.11,HNSC(T=502;N=44),Normal,6.23702049770474
TCGA.CV.7250.11,HNSC(T=502;N=44),Normal,6.71718873938694
TCGA.CV.6936.11,HNSC(T=502;N=44),Normal,6.1280734206436
TCGA.CV.7437.11,HNSC(T=502;N=44),Normal,6.68293169227099
TCGA.CV.6962.11,HNSC(T=502;N=44),Normal,5.95303247436688
TCGA.HD.A6HZ.11,HNSC(T=502;N=44),Normal,7.43675854747816
TCGA.CV.6956.11,HNSC(T=502;N=44),Normal,6.30473634755959
TCGA.CV.7425.11,HNSC(T=502;N=44),Normal,6.35214894924914
TCGA.HD.8635.11,HNSC(T=502;N=44),Normal,6.26796055356227
TCGA.CV.7103.11,HNSC(T=502;N=44),Normal,6.43030936908765
TCGA.CV.7178.11,HNSC(T=502;N=44),Normal,6.92121001464341
TCGA.CV.7416.11,HNSC(T=502;N=44),Normal,6.67962956445617
TCGA.CV.6961.11,HNSC(T=502;N=44),Normal,6.03714602715054
TCGA.CV.7432.11,HNSC(T=502;N=44),Normal,6.17397028858485
TCGA.CV.6959.11,HNSC(T=502;N=44),Normal,5.44485380295927
TCGA.CV.6955.11,HNSC(T=502;N=44),Normal,5.67470449156636
TCGA.CV.7406.11,HNSC(T=502;N=44),Normal,6.65610543191071
TCGA.CV.7434.11,HNSC(T=502;N=44),Normal,6.12676584761603
TCGA.CV.7424.11,HNSC(T=502;N=44),Normal,5.85634660253187
TCGA.CV.7242.11,HNSC(T=502;N=44),Normal,6.39255740463509
TCGA.CV.7261.11,HNSC(T=502;N=44),Normal,5.95671513947357
TCGA.CV.6943.11,HNSC(T=502;N=44),Normal,5.68181621101532
TCGA.CV.7238.11,HNSC(T=502;N=44),Normal,5.64820757481117
TCGA.CV.6934.11,HNSC(T=502;N=44),Normal,6.17685993419363
TCGA.CV.7091.11,HNSC(T=502;N=44),Normal,6.4939645305401
TCGA.CV.7255.11,HNSC(T=502;N=44),Normal,6.77426816504241
TCGA.WA.A7GZ.11,HNSC(T=502;N=44),Normal,6.22316165517019
TCGA.KL.8325.01,KICH(T=65;N=113),Tumor,6.0769327953085
TCGA.KO.8411.01,KICH(T=65;N=113),Tumor,6.73270863307091
TCGA.KL.8331.01,KICH(T=65;N=113),Tumor,6.89148684017536
TCGA.KO.8409.01,KICH(T=65;N=113),Tumor,8.37409617298271
TCGA.KM.8439.01,KICH(T=65;N=113),Tumor,7.67266835486118
TCGA.KN.8423.01,KICH(T=65;N=113),Tumor,7.03691741641301
TCGA.KL.8339.01,KICH(T=65;N=113),Tumor,8.57400778362222
TCGA.KN.8434.01,KICH(T=65;N=113),Tumor,6.81639199483501
TCGA.KL.8342.01,KICH(T=65;N=113),Tumor,6.93212762575099
TCGA.KN.8428.01,KICH(T=65;N=113),Tumor,7.03050081812295
TCGA.KO.8416.01,KICH(T=65;N=113),Tumor,6.73979454598297
TCGA.KL.8344.01,KICH(T=65;N=113),Tumor,6.75390591555698
TCGA.KM.8441.01,KICH(T=65;N=113),Tumor,7.36300589294786
TCGA.KM.8442.01,KICH(T=65;N=113),Tumor,6.25366539398928
TCGA.KL.8346.01,KICH(T=65;N=113),Tumor,7.41995719295971
TCGA.KL.8341.01,KICH(T=65;N=113),Tumor,6.77604770777829
TCGA.KL.8330.01,KICH(T=65;N=113),Tumor,6.82726552999237
TCGA.KN.8431.01,KICH(T=65;N=113),Tumor,7.58937314601357
TCGA.KO.8403.01,KICH(T=65;N=113),Tumor,6.78727623746862
TCGA.KO.8405.01,KICH(T=65;N=113),Tumor,6.91459752914308
TCGA.KN.8435.01,KICH(T=65;N=113),Tumor,6.32844715945849
TCGA.KN.8419.01,KICH(T=65;N=113),Tumor,6.9827220409331
TCGA.KL.8337.01,KICH(T=65;N=113),Tumor,7.07192186855513
TCGA.KL.8332.01,KICH(T=65;N=113),Tumor,7.44058380091018
TCGA.KO.8413.01,KICH(T=65;N=113),Tumor,7.05778246258336
TCGA.KM.8443.01,KICH(T=65;N=113),Tumor,6.69059863518757
TCGA.KL.8333.01,KICH(T=65;N=113),Tumor,6.81080142272399
TCGA.KL.8334.01,KICH(T=65;N=113),Tumor,6.52703114841673
TCGA.KN.8427.01,KICH(T=65;N=113),Tumor,6.75410285905846
TCGA.KL.8338.01,KICH(T=65;N=113),Tumor,7.31123257723139
TCGA.KN.8432.01,KICH(T=65;N=113),Tumor,6.43854978164536
TCGA.KO.8410.01,KICH(T=65;N=113),Tumor,6.642880175891
TCGA.KN.8437.01,KICH(T=65;N=113),Tumor,7.34725890986641
TCGA.KN.8430.01,KICH(T=65;N=113),Tumor,7.02815394468005
TCGA.KM.8477.01,KICH(T=65;N=113),Tumor,7.3646784279406
TCGA.KO.8414.01,KICH(T=65;N=113),Tumor,7.47629650778245
TCGA.KL.8323.01,KICH(T=65;N=113),Tumor,6.20553184978167
TCGA.KL.8328.01,KICH(T=65;N=113),Tumor,7.91040597519626
TCGA.KN.8426.01,KICH(T=65;N=113),Tumor,7.72215051228316
TCGA.KL.8336.01,KICH(T=65;N=113),Tumor,7.27463301898469
TCGA.KL.8329.01,KICH(T=65;N=113),Tumor,6.63384671241558
TCGA.KN.8429.01,KICH(T=65;N=113),Tumor,6.38453293080836
TCGA.KL.8326.01,KICH(T=65;N=113),Tumor,7.96323131391845
