Depmap ID,Expression 22Q1 Public,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-000635,7.045814256188497,SNU119,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000636,6.336640446408736,RPMI8402,Leukemia,Blood,ALL
ACH-000637,5.48446041312882,KYSE520,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000638,6.545196172415611,NCIH441,Lung Cancer,Lung,NSCLC
ACH-000639,7.383877059978107,NCIH211,Lung Cancer,Lung,SCLC
ACH-000640,6.3819754785573,SKMEL31,Skin Cancer,Skin,Melanoma
ACH-000641,6.361768359419153,CMK,Leukemia,Blood,AML
ACH-000642,5.205548911173033,HMEL,Engineered,Engineered Breast,
ACH-000643,4.500164679492167,HDQP1,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000644,6.708187236020707,COLO829,Skin Cancer,Skin,Melanoma
ACH-000645,6.871720462321233,JL1,Lung Cancer,Lung,Mesothelioma
ACH-000646,5.462706750670158,OVMANA,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000647,6.518849828707693,TE1,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000648,7.227278994468322,NCIH28,Lung Cancer,Lung,Mesothelioma
ACH-000649,6.925643446590551,786O,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000650,7.6438561897747235,IGR37,Skin Cancer,Skin,Melanoma
ACH-000651,7.736537230487563,SW620,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000652,7.262188828956472,SUIT2,Pancreatic Cancer,Pancreas,Exocrine
ACH-000653,7.106850796450224,JJN3,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000654,7.552438555253539,RAJI,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000655,7.739645614447918,SF268,Brain Cancer,Central Nervous System,Glioma
ACH-000656,6.804905414675281,SUDHL8,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000657,7.017699252693032,A2780,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000659,6.3919738830602935,SCLC21H,Lung Cancer,Lung,SCLC
ACH-000660,7.439207554941285,SUDHL5,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000661,7.221490455042057,WM1799,Skin Cancer,Skin,Melanoma
ACH-000662,7.2101355600744785,CORL23,Lung Cancer,Lung,NSCLC
ACH-000663,6.965207091199344,OVTOKO,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000664,6.410917687455214,SUDHL1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000665,6.657211248443793,SKMES1,Lung Cancer,Lung,NSCLC
ACH-000666,7.013685569928652,NCIH1355,Lung Cancer,Lung,NSCLC
ACH-000667,5.73903797911741,HCC44,Lung Cancer,Lung,NSCLC
ACH-000668,5.831370587967541,HCC70,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000669,6.950351762034361,SW900,Lung Cancer,Lung,NSCLC
ACH-000670,5.9678602711691555,SBC5,Lung Cancer,Lung,SCLC
ACH-000671,6.3197624276692475,HUH6,Liver Cancer,Liver,Hepatoblastoma
ACH-000672,6.951634416832915,IALM,Lung Cancer,Lung,NSCLC
ACH-000673,6.7804413426223515,LN443,Brain Cancer,Central Nervous System,Glioma
ACH-000674,7.016585460434447,NUGC4,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000675,6.837943241891027,NCIH1734,Lung Cancer,Lung,NSCLC
ACH-000676,6.76155123244448,LN464,Brain Cancer,Central Nervous System,Glioma
ACH-000677,7.082042565466088,SW1573,Lung Cancer,Lung,NSCLC
ACH-000678,6.552592254187354,MKN7,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000679,6.429615964201735,OE19,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000680,6.75702324650746,SW948,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000681,7.433293325815009,A549,Lung Cancer,Lung,NSCLC
ACH-000682,6.039796407620026,SNU1066,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000683,6.8988129772360995,SNU503,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000684,6.647026632654853,KMRC1,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000685,6.8831320156572815,L33,Pancreatic Cancer,Pancreas,Exocrine
ACH-000686,7.395234212223879,SNU878,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000687,7.679268957952143,CI1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000688,7.066412145734477,OV7,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000689,5.726013748860152,RH18,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000690,7.428025110276753,HCC2814,Lung Cancer,Lung,NSCLC
ACH-000691,7.62862780216015,HCC2157,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000692,6.186659017202112,SNU899,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000693,8.338825503839134,KYSE180,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000694,6.740118042833128,TE9,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000695,6.677085350559835,CORL47,Lung Cancer,Lung,SCLC
ACH-000696,7.036063688743695,OVCAR8,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000697,7.380157991538161,A3KAW,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000698,7.093285503877923,DMS53,Lung Cancer,Lung,SCLC
ACH-000699,7.416670877273918,HCC1395,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000700,6.1657109924849305,NCIH2882,Lung Cancer,Lung,NSCLC
ACH-000701,7.2922295919049525,RMUGS,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000702,6.1586601753464985,L1236,Lymphoma,Lymphocyte,Hodgkin Lymphoma
ACH-000703,5.20633064787105,DMS79,Lung Cancer,Lung,SCLC
ACH-000704,7.985671193759058,OAW42,Ovarian Cancer,Ovary,Ovary Carcinoma
ACH-000705,6.423410093269615,LC1F,Lung Cancer,Lung,NSCLC
ACH-000706,7.225448468610739,EKVX,Lung Cancer,Lung,NSCLC
ACH-000707,7.328674927327947,P3HR1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000708,7.5212078162239875,SNU283,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000709,6.515857501257905,KMRC2,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000710,5.928844036712568,NCIH854,Lung Cancer,Lung,NSCLC
ACH-000711,7.034523875334393,JIMT1,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000712,6.92765946070309,HCC1833,Lung Cancer,Lung,NSCLC
ACH-000713,7.3098855709877695,CAOV3,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000714,7.266786540694902,KMS11,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000715,6.8458663570911575,SNU1214,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000716,8.00999652554523,TT2609C02,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-000717,5.39334755137725,COLO680N,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000718,6.6820113908006915,NCIH2291,Lung Cancer,Lung,NSCLC
ACH-000719,7.182791598548057,RMGI,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000720,5.876762490781555,TCCSUP,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000721,7.423410093269615,HMC18,Breast Cancer,Breast,Breast Carcinoma
ACH-000722,7.070174625154059,SNUC1,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000723,6.001126665454284,YD10B,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000724,6.285956994889423,HT1376,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000725,7.6858700857967674,HCC202,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000726,6.740387932468352,TE14,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000728,6.693905069381947,KASUMI2,Leukemia,Blood,ALL
ACH-000729,7.3032327852506365,NCIH1963,Lung Cancer,Lung,SCLC
ACH-000730,8.186708532244793,SKMEL5,Skin Cancer,Skin,Melanoma
ACH-000731,6.8651764965317765,HCC2279,Lung Cancer,Lung,NSCLC
ACH-000732,5.593353770980297,PECAPJ41CLONED2,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000733,7.475571321292549,NCIH1838,Lung Cancer,Lung,NSCLC
ACH-000734,7.794870698487826,JHH5,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000735,6.523405132855501,PECAPJ49,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000736,6.7508744396568465,SNU601,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000737,6.255878352582786,NCIH1385,Lung Cancer,Lung,NSCLC
ACH-000738,6.90797221133397,GB1,Brain Cancer,Central Nervous System,Glioma
ACH-000739,7.104231808981383,HEPG2,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000740,6.8502493582863275,A253,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000741,6.69780161473751,UBLC1,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000742,6.409560654982776,DM3,Fibroblast,Fibroblast,Fibroblast Lung
ACH-000743,6.377644358399907,CORL95,Lung Cancer,Lung,SCLC
ACH-000744,5.9726926540042635,NCIH1623,Lung Cancer,Lung,NSCLC
ACH-000745,6.513490745588117,MOLP8,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000746,7.632704448443688,GSS,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000747,7.307246355226617,NCIH1703,Lung Cancer,Lung,NSCLC
ACH-000748,6.792464959979945,SJSA1,Bone Cancer,Bone,Osteosarcoma
ACH-000749,7.1016080585021175,DMS273,Lung Cancer,Lung,SCLC
ACH-000750,7.457791260256043,LOXIMVI,Skin Cancer,Skin,Melanoma
ACH-000751,5.7535510546006545,OCIM1,Leukemia,Blood,AML
ACH-000752,6.398487190018967,NCIH196,Lung Cancer,Lung,SCLC
ACH-000753,6.966015097404102,JMSU1,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000754,7.259837400589506,L428,Lymphoma,Lymphocyte,Hodgkin Lymphoma
ACH-000755,6.825658444933666,HCC2218,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000756,6.452200049406222,GI1,Brain Cancer,Central Nervous System,Glioma
ACH-000757,7.205255650669759,A427,Lung Cancer,Lung,NSCLC
ACH-000758,6.2543672814408335,MKN74,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000759,6.169524197150003,MDAMB175VII,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000760,6.9012289453815265,LNZ308,Brain Cancer,Central Nervous System,Glioma
ACH-000761,6.775182264381317,NUGC2,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000762,6.5657494793688445,YD38,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000763,7.741601811413242,MM1S,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000764,7.319581808571561,SH10TC,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000765,7.165811469208925,WM983B,Skin Cancer,Skin,Melanoma
ACH-000766,7.333870928496723,NCIH1648,Lung Cancer,Lung,NSCLC
ACH-000767,7.352352462786874,NCIH526,Lung Cancer,Lung,SCLC
ACH-000768,6.863319028731881,MDAMB231,Breast Cancer,Breast,Breast Carcinoma
ACH-000769,7.97991101378556,LK2,Lung Cancer,Lung,NSCLC
ACH-000770,6.4490660853570505,P31FUJ,Leukemia,Blood,AML
ACH-000771,4.608809242675523,BICR56,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000772,6.790902333192039,TE441T,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000773,6.672566775728865,KIJK,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000774,6.4110872267986005,RERFLCAD2,Lung Cancer,Lung,NSCLC
ACH-000775,6.476705706668179,NCIH727,Lung Cancer,Lung,Lung Carcinoid
ACH-000776,6.741871423643683,ONS76,Brain Cancer,Central Nervous System,Medulloblastoma
ACH-000777,5.728736843366021,KYSE30,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000778,6.944975542925488,HSC3,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000779,6.353676157751641,PC9,Lung Cancer,Lung,NSCLC
ACH-000780,5.763411574470007,NCIH1105,Lung Cancer,Lung,SCLC
ACH-000781,6.7475216725404215,NCIH2023,Lung Cancer,Lung,NSCLC
ACH-000782,6.948834425578686,SEM,Leukemia,Blood,ALL
ACH-000783,7.120289725288664,CAMA1,Breast Cancer,Breast,Breast Carcinoma
ACH-000784,6.198101209324823,KYSE70,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000785,6.442280035252584,NCIH2126,Lung Cancer,Lung,NSCLC
ACH-000786,6.552899602940303,DAUDI,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000787,5.982080909763737,LXF289,Lung Cancer,Lung,NSCLC
ACH-000788,7.280770770130602,A2058,Skin Cancer,Skin,Melanoma
ACH-000789,7.701756963037949,NCIH810,Lung Cancer,Lung,NSCLC
ACH-000790,7.923030298263773,SHP77,Lung Cancer,Lung,SCLC
ACH-000791,6.156437068448692,RERFLCAD1,Lung Cancer,Lung,NSCLC
ACH-000792,6.3814564301469945,BFTC909,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000793,7.6464507064831775,KATOIII,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000794,5.008092420948722,BICR22,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000796,6.711770203863192,MCAS,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000797,6.330737650206952,HLFA,Fibroblast,Fibroblast,Fibroblast Lung
ACH-000798,6.7091527569025065,CL40,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000799,6.182890892745478,HS695T,Skin Cancer,Skin,Melanoma
ACH-000800,7.115615931428108,NCIH446,Lung Cancer,Lung,SCLC
ACH-000801,7.623369416114807,HS936T,Skin Cancer,Skin,Melanoma
ACH-000802,6.996275748989887,BFTC905,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000803,6.0080924209487225,COLO668,Lung Cancer,Lung,SCLC
ACH-000804,7.3792050599606105,NB1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000805,8.104651166601046,COLO679,Skin Cancer,Skin,Melanoma
ACH-000806,5.905447178738849,L540,Lymphoma,Lymphocyte,Hodgkin Lymphoma
ACH-000807,5.969933274697857,SNU738,Brain Cancer,Central Nervous System,Glioma
ACH-000808,6.2509615735332185,HUH28,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-000809,6.333423733725192,KYSE410,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000810,7.57924050057297,SKMEL30,Skin Cancer,Skin,Melanoma
ACH-000811,7.1907136174427135,SKOV3,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000812,7.535586436354842,COLO783,Skin Cancer,Skin,Melanoma
ACH-000813,7.359661722333878,T3M10,Lung Cancer,Lung,NSCLC
ACH-000814,7.4313722379097555,HS939T,Skin Cancer,Skin,Melanoma
ACH-000815,6.242983516109693,KMH2,Lymphoma,Lymphocyte,Hodgkin Lymphoma
ACH-000816,8.21960416794716,NCIH524,Lung Cancer,Lung,SCLC
ACH-000817,7.156437068448692,RPMI8226,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000818,6.4277737623785205,BT483,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000819,7.464586590379826,LN18,Brain Cancer,Central Nervous System,Glioma
ACH-000820,6.994353436858858,SW403,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000821,6.7174022506898785,EJM,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000822,6.269033146455238,SKMEL24,Skin Cancer,Skin,Melanoma
ACH-000823,6.775445674102861,KYSE140,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000824,6.7393080708603845,KYSE510,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000825,7.219652565103806,HOP92,Lung Cancer,Lung,NSCLC
ACH-000826,6.842853156014834,CAL12T,Lung Cancer,Lung,NSCLC
ACH-000827,6.917670434361762,WM793,Skin Cancer,Skin,Melanoma
ACH-000828,6.253422057636538,ZR7530,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000829,7.453435268843722,HUNS1,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000830,7.210914816073919,NCIH1436,Lung Cancer,Lung,SCLC
ACH-000831,7.326069892145145,HEC50B,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000832,6.198101209324823,CAL27,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000833,7.294253136444514,RH30,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000834,6.515069014032239,UMUC1,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000835,7.1305190830273375,GCT,Sarcoma,Soft Tissue,Pleomorphic Sarcoma
ACH-000836,6.347488497211796,YD15,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000837,6.7636771418966,NCIH322,Lung Cancer,Lung,NSCLC
ACH-000838,6.686780634948566,AMO1,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000839,5.852248589565401,SCABER,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000840,7.047560200025687,HCC366,Lung Cancer,Lung,NSCLC
ACH-000841,6.69780161473751,NCIH2087,Lung Cancer,Lung,NSCLC
ACH-000842,7.260778431893426,SW480,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000843,7.6625615711910475,HARA,Lung Cancer,Lung,NSCLC
ACH-000844,7.459349644999338,DMS454,Lung Cancer,Lung,SCLC
ACH-000845,7.173827018911303,NCIH1373,Lung Cancer,Lung,NSCLC
ACH-000846,7.902736873525256,FADU,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-000847,6.512858954449976,HGC27,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000848,7.312701472795798,JHH7,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-000849,6.943100847570799,MDAMB468,Breast Cancer,Breast,Breast Carcinoma
ACH-000850,5.5496691707264905,HS698T,Fibroblast,Fibroblast,Fibroblast Colorectal
ACH-000851,6.367196310025897,MORCPR,Lung Cancer,Lung,NSCLC
ACH-000852,8.074783707179593,NCIH1435,Lung Cancer,Lung,NSCLC
ACH-000853,7.163297449402764,NCIH661,Lung Cancer,Lung,NSCLC
ACH-000854,5.268284666520996,OCIMY5,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000855,7.084808387804363,KYSE150,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000856,6.8853303154761685,CAL51,Breast Cancer,Breast,Breast Carcinoma
ACH-000857,6.100767449568861,CAL851,Breast Cancer,Breast,Breast Carcinoma
ACH-000858,6.335390354693925,KNS62,Lung Cancer,Lung,NSCLC
ACH-000859,6.798309782454598,HCC1954,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000860,7.546585829008102,NCIH358,Lung Cancer,Lung,NSCLC
ACH-000861,6.888864990178522,HOP62,Lung Cancer,Lung,NSCLC
ACH-000862,7.273142859308082,KMBC2,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000863,7.10244817792658,DBTRG05MG,Brain Cancer,Central Nervous System,Glioma
ACH-000864,6.518377768374893,COLO684,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000865,7.583834954715432,KYSE450,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000866,6.745775149485795,NCIH1048,Lung Cancer,Lung,SCLC
ACH-000867,6.001351892999959,CHAGOK1,Lung Cancer,Lung,NSCLC
ACH-000868,7.210525240687527,HCC1195,Lung Cancer,Lung,NSCLC
ACH-000869,6.554742321710322,NCIH1568,Lung Cancer,Lung,NSCLC
ACH-000870,7.304693557471008,NCIH1930,Lung Cancer,Lung,SCLC
ACH-000871,6.824767853143294,NCIH510,Lung Cancer,Lung,SCLC
ACH-000872,7.0485413656937626,HCC515,Lung Cancer,Lung,NSCLC
ACH-000873,5.987548258953741,KYSE270,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000874,8.687270692713133,RS411,Leukemia,Blood,ALL
ACH-000875,7.028348134189309,NCIH2347,Lung Cancer,Lung,NSCLC
ACH-000876,6.475247047287838,MDAMB415,Breast Cancer,Breast,Breast Carcinoma
ACH-000877,6.7582232147267245,EB1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000878,6.62775273437702,HCC15,Lung Cancer,Lung,NSCLC
ACH-000879,7.1580542131223055,MFE296,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000880,6.842098871382338,AGS,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000881,7.189824558880018,MELJUSO,Skin Cancer,Skin,Melanoma
ACH-000882,7.141289724207457,IGR1,Skin Cancer,Skin,Melanoma
ACH-000883,6.666898582440589,SW1783,Brain Cancer,Central Nervous System,Glioma
ACH-000884,7.363871924857531,MDAMB435S,Skin Cancer,Skin,Melanoma
ACH-000885,6.7113572383412965,TOV21G,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000886,7.297466573763209,NCIH2009,Lung Cancer,Lung,NSCLC
ACH-000887,6.123914459001981,SF172,Brain Cancer,Central Nervous System,Glioma
ACH-000888,6.4115957253203035,NCIH1793,Lung Cancer,Lung,NSCLC
ACH-000889,7.6580686345868285,KMM1,Myeloma,Plasma Cell,Multiple Myeloma
ACH-000890,6.795844856197231,SW1271,Lung Cancer,Lung,SCLC
ACH-000891,7.259649120649155,HCC1438,Lung Cancer,Lung,NSCLC
ACH-000892,7.51546331151232,NCIH1563,Lung Cancer,Lung,NSCLC
ACH-000893,6.551362203987387,NCIH1651,Lung Cancer,Lung,NSCLC
ACH-000894,7.225834035537837,NCIH1869,Lung Cancer,Lung,NSCLC
ACH-000895,7.1187334757678435,CL34,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000896,7.00943675560809,647V,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000897,6.5703111243188035,FTC238,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-000898,6.212374787567267,SNU719,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000899,6.62702310555406,WM88,Skin Cancer,Skin,Melanoma
ACH-000900,6.976134472831653,NCIH23,Lung Cancer,Lung,NSCLC
ACH-000901,7.019924260908411,HCC1359,Lung Cancer,Lung,NSCLC
ACH-000902,6.870118083965932,CAL148,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000903,7.099715999160909,FTC133,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-000904,6.0755326311673565,NCIH2106,Lung Cancer,Lung,NSCLC
ACH-000905,8.038864132924651,5637,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000906,7.303050084681673,ES2,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000907,5.493775408460703,SNU349,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-000908,6.217230716220668,SNU520,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000909,6.496654082593496,JHUEM2,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000910,7.132885253625162,MDAMB453,Breast Cancer,Breast,Breast Carcinoma
ACH-000911,6.2384047393250786,NUGC3,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000912,7.246883079856242,NCIH2286,Lung Cancer,Lung,SCLC
ACH-000913,6.522306892871388,ESS1,Endometrial/Uterine Cancer,Uterus,Endometrial Stromal Sarcoma
ACH-000914,7.208965886306559,HT,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000915,7.03342300153745,IPC298,Skin Cancer,Skin,Melanoma
ACH-000916,6.540709262671431,NCIH1573,Lung Cancer,Lung,NSCLC
ACH-000917,6.767522386228545,TE4,Esophageal Cancer,Esophagus,Esophagus Squamous
ACH-000918,5.99954908734095,MOLT16,Leukemia,Blood,ALL
ACH-000919,6.97624905883234,IM95,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000920,5.727648222268611,CMLT1,Leukemia,Blood,CML
ACH-000921,6.823494624712857,NCIH1339,Lung Cancer,Lung,SCLC
ACH-000922,7.260496186946641,RCHACV,Leukemia,Blood,ALL
ACH-000923,7.668317719915722,BCP1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000924,6.502075956045791,NCIH2172,Lung Cancer,Lung,NSCLC
ACH-000925,7.625927969972851,DV90,Lung Cancer,Lung,NSCLC
ACH-000926,6.6698771604890945,HT55,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000927,7.1073740239034215,BT474,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-000928,7.227086416874643,JHUEM1,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000929,6.576522137920502,NCIH2110,Lung Cancer,Lung,NSCLC
ACH-000930,6.9510515332886085,HCC1569,Breast Cancer,Breast,Breast Carcinoma
ACH-000931,5.786596361890807,HMCB,Skin Cancer,Skin,Melanoma
ACH-000932,7.149848714169762,SNU1,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000933,6.942866339273647,SNU324,Pancreatic Cancer,Pancreas,Exocrine
ACH-000934,6.908812907739548,MDAMB361,Breast Cancer,Breast,Breast Carcinoma
ACH-000935,7.265286857565173,MDST8,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000936,6.298841573112033,EFO27,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000937,5.049630767724602,PF382,Leukemia,Blood,ALL
ACH-000938,6.086401645880028,NALM6,Leukemia,Blood,ALL
ACH-000939,6.840840853303943,SKUT1,Sarcoma,Soft Tissue,Leiomyosarcoma
ACH-000940,6.344295907915818,AN3CA,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000941,6.651912744645783,HEC1B,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000942,5.972922364225417,HPBALL,Leukemia,Blood,ALL
ACH-000943,6.7113572383412965,RKO,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000944,7.298383385589241,NAMALWA,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-000945,6.389394724323995,NCIH650,Lung Cancer,Lung,NSCLC
ACH-000946,6.49105137636412,HEC265,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000947,7.553360503335327,OVK18,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000948,6.599317793698226,2313287,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000949,7.098874286744451,TGBC11TKB,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-000950,7.0806576633452245,LOVO,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
